BIC Scores from Folder,BIC Values from Specific File,MIX_MF
4683.1959,4728.185,-44.9891
8094.1539,8162.379,-68.2251
6954.0993,6976.389,-22.2897
5182.0733,5213.86,-31.7867
7602.657,7919.268,-316.611
1553.1609,1614.124,-60.9631
6207.0877,6243.781,-36.6933
5204.9059,5221.289,-16.3831
6670.778,6705.251,-34.473
7726.5116,7762.746,-36.2344
4841.5725,4858.411,-16.8385
9230.5324,9245.795,-15.2626
6639.5638,6683.713,-44.1492
7146.6147,7207.094,-60.4793
4916.5207,4932.426,-15.9053
10911.0464,10974.514,-63.4676
9650.773,9691.425,-40.652
5792.8935,5796.691,-3.7975
7866.5056,7939.404,-72.8984
12681.5645,12736.529,-54.9645
14448.6603,14599.692,-151.0317
5707.9017,5727.85,-19.9483
42805.3214,42998.77,-193.4486
7402.3513,7452.622,-50.2707
6827.0367,6831.827,-4.7903
8360.3743,8404.97,-44.5957
6958.4253,6979.334,-20.9087
26460.7948,26562.358,-101.5632
2816.9533,2819.251,-2.2977
68471.7667,68920.584,-448.8173
7901.0899,7920.465,-19.3751
53069.9048,53383.933,-314.0282
5421.5419,5438.831,-17.2891
5028.602,5043.849,-15.247
6906.2399,6951.335,-45.0951
4560.5996,4603.475,-42.8754
18499.6337,18608.683,-109.0493
6734.977,6769.67,-34.693
36179.4238,36490.681,-311.2572
4709.1953,4734.86,-25.6647
1739.2257,1752.487,-13.2613
7748.8568,7764.553,-15.6962
17754.9129,17778.801,-23.8881
7503.2792,7542.285,-39.0058
4931.1245,4966.269,-35.1445
18233.705,18350.195,-116.49
19396.7986,19444.502,-47.7034
3167.7588,3207.538,-39.7792
1497.2196,1519.377,-22.1574
11816.7071,11839.115,-22.4079
8032.474,8053.263,-20.789
3725.2532,3734.852,-9.5988
10395.6855,10405.768,-10.0825
10024.1458,10041.672,-17.5262
1695.4999,1710.802,-15.3021
4591.9653,4638.595,-46.6297
4753.6454,4766.361,-12.7156
9921.4169,9977.659,-56.2421
2445.5924,2474.534,-28.9416
3506.3957,3524.499,-18.1033
1698.5,1728.697,-30.197
5079.3066,5090.956,-11.6494
2516.5468,2528.496,-11.9492
1721.8401,1725.295,-3.4549
8493.6971,8563.992,-70.2949
12130.2446,12205.786,-75.5414
13603.6417,13702.789,-99.1473
6391.6903,6428.096,-36.4057
7056.5658,7110.863,-54.2972
3356.1984,3375.345,-19.1466
2932.1154,2950.612,-18.4966
9400.0524,9500.312,-100.2596
1656.9847,1661.681,-4.6963
4633.1092,4806.466,-173.3568
7764.2556,7794.069,-29.8134
10049.082,10079.284,-30.202
12508.4525,12582.467,-74.0145
11288.5463,11336.562,-48.0157
6284.3366,6317.316,-32.9794
8702.4665,8777.787,-75.3205
6077.7613,6138.739,-60.9777
24395.4035,24797.925,-402.5215
4319.2121,4343.069,-23.8569
8857.7432,8982.36,-124.6168
4576.0898,4627.257,-51.1672
2838.3494,2840.272,-1.9226
6530.6854,6553.176,-22.4906
5046.1199,5080.756,-34.6361
3745.6677,3788.469,-42.8013
11061.2219,11189.086,-127.8641
2832.8378,2841.934,-9.0962
4999.9597,5029.31,-29.3503
3603.7691,3633.584,-29.8149
1524.6909,1541.714,-17.0231
3606.1585,3626.97,-20.8115
4715.6904,4735.058,-19.3676
3874.5258,3891.361,-16.8352
3222.5081,3223.793,-1.2849
4809.0944,4870.815,-61.7206
2156.3726,2188.069,-31.6964
7731.128,7762.917,-31.789
19201.0402,19380.95,-179.9098
3874.6485,3909.519,-34.8705
2638.2897,2666.318,-28.0283
4041.4982,4068.254,-26.7558
5399.2599,5413.67,-14.4101
3639.7497,3692.499,-52.7493
6407.083,6421.328,-14.245
5709.5954,5757.536,-47.9406
1843.5544,1862.58,-19.0256
5943.3439,5965.331,-21.9871
12300.9669,12345.294,-44.3271
2079.6238,2130.714,-51.0902
5269.6278,5288.198,-18.5702
5771.9874,5828.965,-56.9776
5444.3719,5444.574,-0.2021
10532.9408,10586.524,-53.5832
9367.7851,9424.261,-56.4759
6084.3609,6128.332,-43.9711
5914.7544,5921.144,-6.3896
8747.4738,8820.672,-73.1982
13705.5344,13790.027,-84.4926
3649.51,3656.863,-7.353
5796.6498,5836.852,-40.2022
4505.3548,4547.52,-42.1652
4362.1812,4395.445,-33.2638
1298.2956,1325.566,-27.2704
4987.7719,5049.327,-61.5551
3284.8615,3298.385,-13.5235
5381.5878,5441.094,-59.5062
9604.1103,9637.147,-33.0367
7037.6939,7060.26,-22.5661
1497.1291,1568.42,-71.2909
6053.3252,6066.008,-12.6828
5494.9731,5508.67,-13.6969
8803.7054,8842.664,-38.9586
6530.1751,6571.257,-41.0819
7292.1303,7344.407,-52.2767
2932.9133,2965.348,-32.4347
8697.0721,8772.47,-75.3979
9837.1897,9901.133,-63.9433
3873.9962,3929.689,-55.6928
2191.6815,2207.986,-16.3045
3505.778,3519.133,-13.355
5909.6013,5940.848,-31.2467
3603.9264,3642.28,-38.3536
5272.1679,5329.247,-57.0791
4028.6207,4054.762,-26.1413
2758.484,2802.951,-44.467
4114.112,4125.41,-11.298
35506.7305,35663.834,-157.1035
9459.1751,9489.527,-30.3519
6783.4748,6823.177,-39.7022
5628.9362,5678.81,-49.8738
2202.2197,2207.142,-4.9223
3794.4597,3802.768,-8.3083
8804.8728,8881.898,-77.0252
5483.2324,5537.512,-54.2796
5036.4095,5049.175,-12.7655
8898.8028,8948.378,-49.5752
4091.8853,4129.779,-37.8937
7047.5051,7069.823,-22.3179
5554.1338,5587.345,-33.2112
7465.0191,7540.143,-75.1239
20943.0656,21037.132,-94.0664
19923.4296,19939.811,-16.3814
3428.6364,3445.442,-16.8056
21387.3024,21564.973,-177.6706
6569.3187,6600.605,-31.2863
2209.9429,2249.489,-39.5461
2444.8463,2488.35,-43.5037
3866.3729,3892.203,-25.8301
5693.2512,5742.241,-48.9898
4955.9896,4959.86,-3.8704
2233.4096,2261.232,-27.8224
10283.4011,10341.351,-57.9499
3724.5376,3730.362,-5.8244
17136.0279,17188.834,-52.8061
19576.2006,19656.735,-80.5344
1805.1531,1854.792,-49.6389
5002.7072,5039.379,-36.6718
22060.7855,22131.869,-71.0835
2326.8713,2362.751,-35.8797
7518.0018,7561.78,-43.7782
10423.2337,10529.909,-106.6753
1389.6248,1396.873,-7.2482
1943.0599,1969.754,-26.6941
13081.6159,13154.366,-72.7501
4016.6611,4053.211,-36.5499
6231.1932,6257.523,-26.3298
10873.014,10909.862,-36.848
3586.5356,3607.395,-20.8594
4408.6929,4413.817,-5.1241
20021.997,20055.438,-33.441
17234.1696,17285.975,-51.8054
4851.5908,4859.097,-7.5062
10370.4995,10436.417,-65.9175
3055.3306,3097.78,-42.4494
4606.6324,4609.127,-2.4946
9106.6784,9199.953,-93.2746
5816.2163,5840.727,-24.5107
11198.8758,11220.467,-21.5912
3048.8296,3073.339,-24.5094
3558.8144,3604.439,-45.6246
9662.9292,9736.208,-73.2788
3361.9072,3368.958,-7.0508
26564.7629,26723.537,-158.7741
6862.3473,6884.274,-21.9267
3948.6009,3961.178,-12.5771
2606.0404,2613.25,-7.2096
23015.8986,23027.88,-11.9814
3524.2085,3551.881,-27.6725
5160.3042,5241.494,-81.1898
3925.9344,3943.901,-17.9666
1122.0329,1272.031,-149.9981
3728.7845,3729.016,-0.2315
13282.3462,13364.401,-82.0548
6313.9635,6372.476,-58.5125
3241.9066,3288.882,-46.9754
5072.9447,5104.376,-31.4313
15964.4272,16003.367,-38.9398
11812.5281,11854.225,-41.6969
2843.1867,2843.678,-0.4913
7059.3358,7077.681,-18.3452
6587.8647,6597.408,-9.5433
4774.5873,4788.42,-13.8327
6357.3333,6360.925,-3.5917
4195.8341,4226.64,-30.8059
9999.9849,10012.352,-12.3671
10956.716,11004.587,-47.871
17395.2716,17492.449,-97.1774
32453.1403,32602.451,-149.3107
12946.9033,12995.663,-48.7597
3158.317,3160.438,-2.121
5472.8666,5491.146,-18.2794
2973.0605,3042.785,-69.7245
5444.9463,5463.516,-18.5697
3378.002,3381.673,-3.671
8842.1323,8867.252,-25.1197
2933.8404,2948.658,-14.8176
11802.5012,11865.943,-63.4418
2035.718,2042.529,-6.811
14870.855,14989.92,-119.065
3412.5232,3413.624,-1.1008
4859.5013,4870.417,-10.9157
29592.616,29708.7,-116.084
6809.7028,6860.412,-50.7092
14200.5249,14273.437,-72.9121
9439.991,9538.908,-98.917
18577.4193,18642.605,-65.1857
4423.6456,4439.661,-16.0154
1922.3304,1949.931,-27.6006
2313.5963,2345.182,-31.5857
4317.1666,4361.061,-43.8944
3206.8511,3218.729,-11.8779
6102.2334,6114.268,-12.0346
9709.6959,9758.522,-48.8261
11844.7614,11877.07,-32.3086
8629.6421,8640.367,-10.7249
4272.7227,4299.22,-26.4973
5140.6097,5148.325,-7.7153
4698.6298,4750.894,-52.2642
3237.3597,3253.659,-16.2993
10343.4872,10377.245,-33.7578
9371.2106,9389.325,-18.1144
2813.4139,2838.993,-25.5791
6357.212,6380.25,-23.038
13262.5242,13271.606,-9.0818
5700.4074,5733.651,-33.2436
2831.3763,2849.345,-17.9687
13582.7654,13629.957,-47.1916
7428.3921,7522.594,-94.2019
5173.6686,5184.521,-10.8524
3428.4779,3444.227,-15.7491
7177.7285,7194.725,-16.9965
17353.8217,17389.171,-35.3493
8171.6036,8217.907,-46.3034
5499.3683,5516.021,-16.6527
5516.1908,5529.548,-13.3572
1209.4199,1266.461,-57.0411
3483.8157,3498.572,-14.7563
8764.167,8781.173,-17.006
7834.8909,7847.701,-12.8101
9232.0361,9251.497,-19.4609
9733.9309,9759.236,-25.3051
7259.4101,7284.534,-25.1239
4323.0091,4326.037,-3.0279
5033.2625,5080.923,-47.6605
4363.8244,4394.99,-31.1656
4348.4595,4377.733,-29.2735
7231.8825,7264.738,-32.8555
6088.6805,6107.32,-18.6395
1821.9346,1853.913,-31.9784
4566.8799,4609.185,-42.3051
6734.5744,6757.824,-23.2496
12068.4926,12132.082,-63.5894
11487.7499,11552.859,-65.1091
3135.8069,3146.264,-10.4571
24190.1465,24363.249,-173.1025
7832.5352,7882.236,-49.7008
8390.2362,8395.209,-4.9728
15001.6835,15055.565,-53.8815
4096.338,4135.513,-39.175
3437.3239,3490.373,-53.0491
3767.4321,3782.3,-14.8679
28100.0444,28133.344,-33.2996
20606.9412,20650.283,-43.3418
1201.3833,1207.926,-6.5427
5674.759,5692.082,-17.323
4619.8958,4662.929,-43.0332
3403.9212,3412.494,-8.5728
21844.0065,21893.765,-49.7585
1826.742,1842.772,-16.03
3148.7122,3163.878,-15.1658
7034.0048,7077.837,-43.8322
17177.2851,17323.118,-145.8329
6171.726,6192.359,-20.633
5429.9103,5469.471,-39.5607
3463.9204,3468.298,-4.3776
3960.9863,3990.769,-29.7827
11535.1663,11581.945,-46.7787
5825.6008,5852.039,-26.4382
2096.779,2103.471,-6.692
6700.4825,6735.757,-35.2745
1523.8689,1554.818,-30.9491
2689.8995,2690.139,-0.2395
6054.8233,6092.05,-37.2267
4293.8745,4299.264,-5.3895
3368.2069,3390.034,-21.8271
8451.48,8504.515,-53.035
9028.6636,9050.498,-21.8344
3134.644,3143.383,-8.739
4869.3628,4937.939,-68.5762
3566.2405,3584.316,-18.0755
14219.1954,14271.717,-52.5216
11478.8328,11510.014,-31.1812
9110.6081,9143.896,-33.2879
1812.7165,1834.55,-21.8335
2338.3003,2355.294,-16.9937
11640.4654,11682.636,-42.1706
1496.2225,1499.561,-3.3385
7048.1216,7081.926,-33.8044
2733.6032,2742.249,-8.6458
9408.9902,9449.81,-40.8198
4724.1698,4736.89,-12.7202
4112.7867,4113.421,-0.6343
5315.8875,5343.992,-28.1045
3322.7327,3446.263,-123.5303
3227.6439,3227.656,-0.0121
2056.8764,2068.575,-11.6986
5738.7801,5775.247,-36.4669
5520.8041,5541.348,-20.5439
21380.3508,21462.297,-81.9462
1551.4612,1599.811,-48.3498
15089.8341,15258.299,-168.4649
2271.3407,2299.681,-28.3403
2281.6028,2346.42,-64.8172
4645.8557,4660.756,-14.9003
3826.373,3834.383,-8.01
3961.3704,3982.086,-20.7156
2599.4869,2603.156,-3.6691
57576.8008,57698.171,-121.3702
5149.5021,5163.482,-13.9799
2932.116,2934.952,-2.836
4836.3595,4857.722,-21.3625
3970.1489,3994.195,-24.0461
5581.7038,5607.226,-25.5222
4846.2556,4864.899,-18.6434
4054.0829,4071.058,-16.9751
2320.7731,2334.939,-14.1659
5057.208,5079.138,-21.93
7719.3867,7783.954,-64.5673
8732.472,8758.769,-26.297
4136.8056,4151.724,-14.9184
13328.8207,13372.03,-43.2093
1520.9454,1523.733,-2.7876
7203.3617,7297.86,-94.4983
2791.4053,2839.717,-48.3117
3044.5172,3050.086,-5.5688
7505.5673,7522.139,-16.5717
1988.4632,2028.332,-39.8688
3522.1016,3531.9,-9.7984
6959.1398,7004.555,-45.4152
1858.2238,1871.851,-13.6272
3087.7556,3091.004,-3.2484
12219.0945,12255.49,-36.3955
2090.5324,2105.621,-15.0886
1963.5746,1975.59,-12.0154
3928.8425,3952.886,-24.0435
4607.2809,4624.914,-17.6331
7075.4388,7123.729,-48.2902
6447.1382,6462.784,-15.6458
3670.2373,3678.612,-8.3747
8437.145,8440.543,-3.398
1105.6894,1122.778,-17.0886
3886.2273,3894.067,-7.8397
2938.2539,2950.037,-11.7831
2715.743,2725.442,-9.699
2303.1711,2348.735,-45.5639
3889.3514,3889.589,-0.2376
4183.2772,4192.648,-9.3708
2052.9008,2071.676,-18.7752
3985.2043,3993.632,-8.4277
4377.5797,4378.613,-1.0333
3881.9043,3897.345,-15.4407
7901.5735,7935.735,-34.1615
3170.4679,3182.586,-12.1181
3214.2302,3231.57,-17.3398
2809.6503,2825.119,-15.4687
4290.4456,4303.727,-13.2814
11221.7388,11231.506,-9.7672
10990.1182,11045.97,-55.8518
1803.1812,1862.844,-59.6628
13409.8238,13441.641,-31.8172
7843.0201,7848.14,-5.1199
10547.0649,10568.673,-21.6081
9015.9673,9060.813,-44.8457
8062.3877,8099.636,-37.2483
9091.7897,9142.828,-51.0383
7103.9388,7143.17,-39.2312
1186.0194,1253.527,-67.5076
4199.0854,4224.17,-25.0846
4197.033,4221.463,-24.43
3239.6168,3284.503,-44.8862
7700.2704,7726.704,-26.4336
3714.1694,3718.135,-3.9656
9613.6093,9634.466,-20.8567
2320.1796,2328.751,-8.5714
6846.9973,6899.241,-52.2437
8269.9509,8287.068,-17.1171
8535.2235,8570.983,-35.7595
3735.3293,3743.403,-8.0737
3418.8876,3454.284,-35.3964
7523.6109,7573.756,-50.1451
10388.6567,10488.811,-100.1543
3085.028,3117.123,-32.095
7357.9004,7383.396,-25.4956
8193.6149,8254.529,-60.9141
3813.7042,3822.819,-9.1148
2536.5028,2544.751,-8.2482
4474.2966,4515.592,-41.2954
31451.2579,31585.418,-134.1601
3410.9487,3425.822,-14.8733
13626.7295,13668.111,-41.3815
6177.1114,6193.297,-16.1856
1283.9316,1291.372,-7.4404
2621.2456,2648.067,-26.8214
3565.1878,3615.697,-50.5092
8512.024,8593.467,-81.443
3292.5267,3308.8,-16.2733
5695.1279,5755.578,-60.4501
3616.7855,3619.265,-2.4795
2125.2906,2138.155,-12.8644
2257.0601,2296.392,-39.3319
8014.5414,8049.73,-35.1886
2997.145,3023.071,-25.926
2558.1667,2567.067,-8.9003
7886.1412,7917.622,-31.4808
5542.6592,5639.523,-96.8638
13246.4781,13321.929,-75.4509
3893.3707,3910.722,-17.3513
2538.7192,2551.094,-12.3748
5458.3185,5496.527,-38.2085
3613.7204,3650.27,-36.5496
10279.3914,10300.757,-21.3656
2510.0416,2533.005,-22.9634
3319.3552,3327.793,-8.4378
5015.3346,5057.866,-42.5314
6404.2944,6424.858,-20.5636
4265.4838,4266.879,-1.3952
5822.2636,5841.516,-19.2524
7808.0885,7829.669,-21.5805
6586.7541,6605.042,-18.2879
12914.4386,12962.925,-48.4864
2827.4704,2833.985,-6.5146
6079.9463,6119.558,-39.6117
27359.1403,27443.647,-84.5067
4919.242,4928.742,-9.5
7080.6796,7131.665,-50.9854
1972.569,1993.032,-20.463
2930.8327,2945.737,-14.9043
4801.9394,4831.91,-29.9706
8801.5643,8871.579,-70.0147
4937.2895,4938.593,-1.3035
12221.6769,12238.728,-17.0511
5068.2399,5126.512,-58.2721
12239.1255,12269.135,-30.0095
1395.2625,1526.983,-131.7205
5173.3379,5199.82,-26.4821
1441.6757,1501.616,-59.9403
3054.7496,3066.179,-11.4294
3996.6576,4027.129,-30.4714
3634.6623,3641.021,-6.3587
3836.497,3850.826,-14.329
1837.3967,1841.367,-3.9703
4959.2462,5007.999,-48.7528
2670.5707,2720.587,-50.0163
2834.2621,2841.441,-7.1789
11058.8462,11092.785,-33.9388
1763.043,1778.634,-15.591
3081.8567,3086.849,-4.9923
6598.768,6644.4,-45.632
4623.5445,4640.086,-16.5415
1452.4842,1499.107,-46.6228
5284.2963,5371.74,-87.4437
2075.2418,2076.355,-1.1132
5554.7021,5587.682,-32.9799
5040.6315,5097.649,-57.0175
6369.1899,6408.354,-39.1641
1224.0486,1251.034,-26.9854
1541.212,1654.801,-113.589
1398.0815,1432.448,-34.3665
4549.3042,4603.793,-54.4888
1489.0567,1519.936,-30.8793
6137.7068,6137.704,0.0028
1860.5859,1876.807,-16.2211
3271.0953,3281.149,-10.0537
3185.9537,3276.955,-91.0013
3609.6572,3625.268,-15.6108
1889.9922,1919.171,-29.1788
10904.1978,10912.673,-8.4752
2749.8468,2750.56,-0.7132
2900.0659,2837.831,62.2349
4405.558,4454.394,-48.836
5724.703,5750.007,-25.304
1390.5787,1402.117,-11.5383
1831.2212,1833.08,-1.8588
2614.9643,2619.836,-4.8717
3759.9851,3788.727,-28.7419
5772.4655,5840.833,-68.3675
1954.4696,1954.935,-0.4654
6007.7606,6026.519,-18.7584
1460.1506,1494.842,-34.6914
4161.0333,4208.6,-47.5667
4246.3907,4269.178,-22.7873
10701.7444,10726.512,-24.7676
4201.9841,4221.377,-19.3929
16349.3158,16409.747,-60.4312
19704.9662,19818.923,-113.9568
6012.5609,6050.618,-38.0571
4889.3502,4904.526,-15.1758
4006.9724,4025.215,-18.2426
8001.1446,8027.478,-26.3334
5710.7255,5721.637,-10.9115
1334.5687,1429.465,-94.8963
2248.961,2277.507,-28.546
16401.9701,16472.506,-70.5359
4465.758,4480.505,-14.747
12924.3055,12989.801,-65.4955
29525.547,29673.591,-148.044
3929.7457,3956.711,-26.9653
8287.2475,8341.061,-53.8135
4332.5942,4338.734,-6.1398
5979.127,6001.758,-22.631
23719.0611,23802.715,-83.6539
6402.579,6406.234,-3.655
14789.0182,14832.563,-43.5448
6459.1547,6479.695,-20.5403
4217.3656,4259.349,-41.9834
23476.7039,23527.694,-50.9901
8685.6137,8725.137,-39.5233
5508.4373,5525.097,-16.6597
2139.4022,2159.982,-20.5798
3156.1093,3190.556,-34.4467
18933.6154,19005.636,-72.0206
7044.9239,7070.687,-25.7631
2533.5782,2542.275,-8.6968
4978.671,4997.98,-19.309
5514.0234,5548.66,-34.6366
10790.9478,10819.349,-28.4012
3916.6802,3930.208,-13.5278
5578.6614,5607.49,-28.8286
7907.6008,7931.171,-23.5702
5347.8396,5362.18,-14.3404
3224.8555,3255.71,-30.8545
2437.857,2475.663,-37.806
7558.7376,7589.863,-31.1254
7686.3536,7747.062,-60.7084
3565.6559,3609.883,-44.2271
2325.6435,2333.806,-8.1625
2239.6758,2290.788,-51.1122
5494.9432,5517.208,-22.2648
12361.8617,12527.514,-165.6523
12391.195,12468.23,-77.035
7329.0334,7365.871,-36.8376
2554.9663,2563.084,-8.1177
7699.8222,7738.653,-38.8308
7573.532,7647.727,-74.195
5038.6398,5100.548,-61.9082
1326.8253,1435.652,-108.8267
5948.9092,5978.289,-29.3798
17836.717,17895.493,-58.776
3494.6978,3502.611,-7.9132
10787.1903,10837.871,-50.6807
3693.6426,3739.431,-45.7884
9257.7401,9319.892,-62.1519
2601.3923,2607.755,-6.3627
1355.0217,1368.504,-13.4823
1450.2891,1455.723,-5.4339
13381.3586,13447.611,-66.2524
6423.8301,6448.528,-24.6979
15867.5348,15944.578,-77.0432
2803.909,2837.495,-33.586
27219.2401,27366.638,-147.3979
7426.5515,7527.55,-100.9985
8895.3509,8954.553,-59.2021
6084.8004,6116.849,-32.0486
11365.1804,11455.825,-90.6446
13393.0578,13404.481,-11.4232
19162.4352,19242.244,-79.8088
13367.0391,13442.231,-75.1919
5367.8014,5388.817,-21.0156
7714.7365,7751.058,-36.3215
3250.956,3275.486,-24.53
3398.1146,3416.675,-18.5604
4256.7398,4273.017,-16.2772
4420.0195,4438.998,-18.9785
3278.5223,3315.439,-36.9167
6702.3493,6728.106,-25.7567
10208.4154,10240.232,-31.8166
2489.4803,2515.465,-25.9847
1569.2097,1603.918,-34.7083
2190.8834,2224.52,-33.6366
4681.2335,4699.468,-18.2345
11800.8827,11915.132,-114.2493
6563.1096,6600.179,-37.0694
765.314,808.967,-43.653
7639.821,7656.823,-17.002
3701.1072,3702.315,-1.2078
5322.5586,5342.142,-19.5834
858.0954,885.214,-27.1186
3027.3759,3044.239,-16.8631
4656.9303,4664.668,-7.7377
3207.3072,3238.479,-31.1718
7008.6189,7057.054,-48.4351
2846.874,2864.645,-17.771
4011.9659,4017.089,-5.1231
7370.6391,7474.382,-103.7429
2606.9425,2693.464,-86.5215
934.1074,1165.62,-231.5126
2878.8434,2892.599,-13.7556
2132.7992,2134.17,-1.3708
19242.2714,19257.748,-15.4766
8062.74,8119.74,-57
3697.2856,3705.615,-8.3294
3735.3417,3750.135,-14.7933
4806.8401,4810.872,-4.0319
7547.0922,7596.165,-49.0728
6683.9729,6706.026,-22.0531
2905.8658,2912.233,-6.3672
3865.956,3884.028,-18.072
14616.7283,14666.928,-50.1997
7087.0236,7126.07,-39.0464
5625.1077,5646.308,-21.2003
18343.1017,18466.073,-122.9713
5838.6169,5897.789,-59.1721
4151.5097,4162.968,-11.4583
2561.2972,2597.374,-36.0768
5343.8418,5358.912,-15.0702
7402.2382,7450.529,-48.2908
2808.7095,2812.943,-4.2335
5047.1848,5084.402,-37.2172
4223.1055,4293.725,-70.6195
5059.8629,5128.699,-68.8361
4336.016,4357.974,-21.958
5149.0978,5192.371,-43.2732
5357.3174,5372.144,-14.8266
4121.612,4133.967,-12.355
6609.593,6647.757,-38.164
6251.8232,6298.612,-46.7888
4468.225,4481.027,-12.802
1592.337,1617.409,-25.072
2649.9899,2681.887,-31.8971
5357.5743,5386.894,-29.3197
1548.6321,1579.563,-30.9309
22773.3748,22972.33,-198.9552
2500.7304,2533.305,-32.5746
7013.0612,7031.042,-17.9808
7489.7814,7514.693,-24.9116
1599.326,1658.989,-59.663
16280.8937,16371.142,-90.2483
2229.4413,2253.258,-23.8167
444.4204,643.404,-198.9836
23410.503,23584.448,-173.945
5270.6806,5282.826,-12.1454
5051.7181,5059.518,-7.7999
9106.3336,9193.128,-86.7944
6651.5607,6653.141,-1.5803
13647.9385,13763.336,-115.3975
9470.7196,9520.639,-49.9194
6873.3399,6918.455,-45.1151
8964.5572,9012.143,-47.5858
4217.3393,4234.185,-16.8457
15476.2779,15571.07,-94.7921
7622.6486,7627.098,-4.4494
12951.0348,12960.839,-9.8042
11887.597,11948.609,-61.012
7890.0491,7939.8,-49.7509
4118.9115,4126.617,-7.7055
5988.7951,6025.559,-36.7639
4035.5953,4043.657,-8.0617
14634.8068,14663.478,-28.6712
6671.8042,6739.96,-68.1558
2839.5529,2850.813,-11.2601
7059.2497,6989.755,69.4947
9582.1897,9590.626,-8.4363
6700.445,6735.419,-34.974
5008.6797,5027.245,-18.5653
18331.863,18461.443,-129.58
3483.2523,3502.78,-19.5277
6356.6607,6380.267,-23.6063
9306.0817,9341.347,-35.2653
6102.9006,6122.605,-19.7044
10174.5606,10214.003,-39.4424
4839.4942,4862.047,-22.5528
5001.6504,5008.203,-6.5526
5208.1204,5252.008,-43.8876
68293.0016,68533.045,-240.0434
9682.62,9730.582,-47.962
2308.7808,2326.113,-17.3322
6946.9417,6962.239,-15.2973
8109.5261,8123.146,-13.6199
9346.3619,9383.709,-37.3471
5139.3854,5164.164,-24.7786
8654.9616,8729.232,-74.2704
2334.8962,2357.166,-22.2698
2303.072,2323.171,-20.099
1932.9569,1949.73,-16.7731
12341.5126,12403.435,-61.9224
2181.5125,2190.737,-9.2245
6323.2315,6406.626,-83.3945
6334.5361,6366.833,-32.2969
7788.1674,7806.723,-18.5556
5063.148,5096.223,-33.075
10584.9228,10675.965,-91.0422
5836.142,5858.308,-22.166
3062.7021,3066.271,-3.5689
6442.6641,6466.512,-23.8479
5409.9589,5428.765,-18.8061
8353.0936,8382.387,-29.2934
6708.5803,6749.339,-40.7587
4293.5074,4309.502,-15.9946
13541.84,13668.985,-127.145
9087.6462,9102.436,-14.7898
6676.6108,6702.913,-26.3022
6067.8809,6099.192,-31.3111
3192.8627,3198.922,-6.0593
8535.7536,8587.907,-52.1534
6552.8788,6611.257,-58.3782
8598.0354,8616.497,-18.4616
6170.9635,6191.407,-20.4435
16028.9666,16070.848,-41.8814
4197.0619,4209.628,-12.5661
6990.4671,7063.646,-73.1789
19864.795,19942.993,-78.198
9692.8779,9733.975,-41.0971
16992.3294,17006.706,-14.3766
5708.1431,5855.427,-147.2839
7168.0242,7225.205,-57.1808
7922.2824,7973.741,-51.4586
7814.0062,7878.809,-64.8028
4702.3072,4718.979,-16.6718
25732.2311,25818.515,-86.2839
6396.6535,6424.769,-28.1155
12037.1755,12092.168,-54.9925
5893.6299,5915.803,-22.1731
3984.179,4004.623,-20.444
2639.6755,2650.932,-11.2565
4164.745,4201.497,-36.752
29317.1456,29405.171,-88.0254
10200.6882,10274.785,-74.0968
7263.4965,7322.828,-59.3315
6491.7765,6521.093,-29.3165
15327.3516,15391.333,-63.9814
4284.5934,4324.519,-39.9256
5010.4757,5027.289,-16.8133
6005.6453,6063.892,-58.2467
5183.2977,5205.855,-22.5573
29992.1355,30123.493,-131.3575
4023.3381,4027.33,-3.9919
7254.3579,7295.288,-40.9301
7482.2741,7505.143,-22.8689
3718.807,3739.85,-21.043
2564.9899,2566.378,-1.3881
5006.3478,5026.312,-19.9642
1522.1603,1525.335,-3.1747
9274.9443,9306.747,-31.8027
4746.9211,4760.72,-13.7989
3856.9605,3880.296,-23.3355
30430.51,30496.458,-65.948
12060.3522,12176.149,-115.7968
5191.5629,5207.329,-15.7661
9780.5866,9808.631,-28.0444
5223.8468,5257.251,-33.4042
5270.2499,5289.059,-18.8091
1638.3107,1651.195,-12.8843
4635.0966,4641.59,-6.4934
2291.587,2293.364,-1.777
4989.6994,4998.6,-8.9006
9659.6589,9693.689,-34.0301
2489.2883,2523.813,-34.5247
4937.7599,4940.083,-2.3231
10667.727,10710.638,-42.911
5140.7276,5179.273,-38.5454
4238.3706,4247.727,-9.3564
4006.239,4017.137,-10.898
1562.9469,1600.2,-37.2531
7323.6766,7376.139,-52.4624
4080.9917,4107.638,-26.6463
3316.8293,3358.978,-42.1487
8728.2791,8787.793,-59.5139
6593.365,6597.417,-4.052
5282.5489,5305.679,-23.1301
6081.6595,6112.852,-31.1925
4011.8222,4025.731,-13.9088
5164.975,5169.298,-4.323
3472.0011,3496.306,-24.3049
7196.6259,7201.364,-4.7381
2846.5413,2846.543,-0.0017
1226.174,1226.978,-0.804
3685.9107,3738.695,-52.7843
1380.1962,1461.016,-80.8198
10688.7923,10726.933,-38.1407
2745.8497,2749.908,-4.0583
13335.1903,13354.08,-18.8897
3154.0075,3200.54,-46.5325
4650.8046,4678.094,-27.2894
7316.5342,7405.212,-88.6778
2113.3655,2122.557,-9.1915
1352.2499,1370.993,-18.7431
2255.0069,2286.399,-31.3921
7735.2427,7793.828,-58.5853
2258.8344,2300.408,-41.5736
